?s	?name
<http://lod4all.net/resource/financial/fdicCert-5447>	"Bank Of Newman Grove"@en
<http://lod4all.net/resource/financial/fdicCert-35365>	"Bank Of Oak Ridge"@en
<http://lod4all.net/resource/financial/fdicCert-9523>	"Bank Of Oakfield"@en
<http://lod4all.net/resource/financial/fdicCert-5867>	"Bank Of Ocean City"@en
<http://lod4all.net/resource/financial/fdicCert-9803>	"Bank Of Odessa"@en
<http://lod4all.net/resource/financial/fdicCert-5902>	"Bank Of Okolona"@en
<http://lod4all.net/resource/financial/fdicCert-21085>	"Bank Of Ontario"@en
<http://lod4all.net/resource/financial/fdicCert-16905>	"Bank Of Orchard"@en
<http://lod4all.net/resource/financial/fdicCert-13710>	"Bank Of Palmer"@en
<http://lod4all.net/resource/financial/fdicCert-21284>	"Bank Of Pensacola"@en
<http://lod4all.net/resource/financial/fdicCert-1713>	"Bank Of Perry County"@en
<http://lod4all.net/resource/financial/fdicCert-11603>	"Bank Of Poynette"@en
<http://lod4all.net/resource/financial/fdicCert-12745>	"Bank Of Prague"@en
<http://lod4all.net/resource/financial/fdicCert-101>	"Bank Of Prescott"@en
<http://lod4all.net/resource/financial/fdicCert-8432>	"Bank Of Putnam County"@en
<http://lod4all.net/resource/financial/fdicCert-12956>	"Bank Of Richmondville"@en
<http://lod4all.net/resource/financial/fdicCert-8472>	"Bank Of Rio Vista"@en
<http://lod4all.net/resource/financial/fdicCert-15673>	"Bank Of Ripley"@en
<http://lod4all.net/resource/financial/fdicCert-14349>	"Bank Of Salem"@en
<http://lod4all.net/resource/financial/fdicCert-58069>	"Bank Of San Francisco"@en
<http://lod4all.net/resource/financial/fdicCert-57816>	"Bank Of Santa Clarita"@en
<http://lod4all.net/resource/financial/fdicCert-57044>	"Bank Of Southern California, N.A."@en
<http://lod4all.net/resource/financial/fdicCert-5634>	"Bank Of Star City"@en
<http://lod4all.net/resource/financial/fdicCert-34148>	"Bank Of Star Valley"@en
<http://lod4all.net/resource/financial/fdicCert-1536>	"Bank Of Stockton"@en
<http://lod4all.net/resource/financial/fdicCert-8892>	"Bank Of Sullivan"@en
<http://lod4all.net/resource/financial/fdicCert-13565>	"Bank Of Sun Prairie"@en
<http://lod4all.net/resource/financial/fdicCert-21573>	"Bank Of Tennessee"@en
<http://lod4all.net/resource/financial/fdicCert-35320>	"Bank Of Terrell"@en
<http://lod4all.net/resource/financial/fdicCert-18576>	"Bank Of Texas"@en
<http://lod4all.net/resource/financial/fdicCert-21161>	"Bank Of The Bluegrass And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-22407>	"Bank Of The Cascades"@en
<http://lod4all.net/resource/financial/fdicCert-4791>	"Bank Of The Flint Hills"@en
<http://lod4all.net/resource/financial/fdicCert-35207>	"Bank Of The James"@en
<http://lod4all.net/resource/financial/fdicCert-21219>	"Bank Of The Mountains, Inc."@en
<http://lod4all.net/resource/financial/fdicCert-20387>	"Bank Of The Orient"@en
<http://lod4all.net/resource/financial/fdicCert-110>	"Bank Of The Ozarks"@en
<http://lod4all.net/resource/financial/fdicCert-23041>	"Bank Of The Pacific"@en
<http://lod4all.net/resource/financial/fdicCert-22340>	"Bank Of The Panhandle"@en
<http://lod4all.net/resource/financial/fdicCert-4626>	"Bank Of The Prairie"@en
<http://lod4all.net/resource/financial/fdicCert-2205>	"Bank Of The Rockies, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-22597>	"Bank Of The Sierra"@en
<http://lod4all.net/resource/financial/fdicCert-19125>	"Bank Of The South"@en
<http://lod4all.net/resource/financial/fdicCert-25291>	"Bank Of The Valley"@en
<http://lod4all.net/resource/financial/fdicCert-3514>	"Bank Of The West"@en
<http://lod4all.net/resource/financial/fdicCert-16389>	"Bank Of Travelers Rest"@en
<http://lod4all.net/resource/financial/fdicCert-19480>	"Bank Of Turtle Lake"@en
<http://lod4all.net/resource/financial/fdicCert-17159>	"Bank Of Utah"@en
<http://lod4all.net/resource/financial/fdicCert-13397>	"Bank Of Utica"@en
<http://lod4all.net/resource/financial/fdicCert-420>	"Bank Of Vici"@en
<http://lod4all.net/resource/financial/fdicCert-57640>	"Bank Of Walker County"@en
<http://lod4all.net/resource/financial/fdicCert-8558>	"Bank Of Walnut Grove"@en
<http://lod4all.net/resource/financial/fdicCert-27496>	"Bank Of Walterboro"@en
<http://lod4all.net/resource/financial/fdicCert-12627>	"Bank Of Washington"@en
<http://lod4all.net/resource/financial/fdicCert-5608>	"Bank Of Wedowee"@en
<http://lod4all.net/resource/financial/fdicCert-4087>	"Bank Of Western Oklahoma"@en
<http://lod4all.net/resource/financial/fdicCert-1418>	"Bank Of Weston"@en
<http://lod4all.net/resource/financial/fdicCert-24211>	"Bank Of Whittier, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-8250>	"Bank Of Wiggins"@en
<http://lod4all.net/resource/financial/fdicCert-9323>	"Bank Of Winnfield & Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-15136>	"Bank Of Wisconsin Dells"@en
<http://lod4all.net/resource/financial/fdicCert-16201>	"Bank Of Wolcott"@en
<http://lod4all.net/resource/financial/fdicCert-5699>	"Bank Of Wrightsville"@en
<http://lod4all.net/resource/financial/fdicCert-11431>	"Bank Of Yazoo City"@en
<http://lod4all.net/resource/financial/fdicCert-862>	"Bank Of York"@en
<http://lod4all.net/resource/financial/fdicCert-13654>	"Bank Of Zumbrota"@en
<http://lod4all.net/resource/financial/fdicCert-16547>	"Bank Plus"@en
<http://lod4all.net/resource/financial/fdicCert-34147>	"Bank Rhode Island"@en
<http://lod4all.net/resource/financial/fdicCert-4201>	"Bank Snb"@en
<http://lod4all.net/resource/financial/fdicCert-21897>	"Bank Star"@en
<http://lod4all.net/resource/financial/fdicCert-17883>	"Bank Vi"@en
<http://lod4all.net/resource/financial/fdicCert-57074>	"Bankcda"@en
<http://lod4all.net/resource/financial/fdicCert-23537>	"Bankers' Bank"@en
<http://lod4all.net/resource/financial/fdicCert-27351>	"Bankers' Bank Of Kansas"@en
<http://lod4all.net/resource/financial/fdicCert-34858>	"Bankers' Bank, Northeast"@en
<http://lod4all.net/resource/financial/fdicCert-20130>	"Bankfirst"@en
<http://lod4all.net/resource/financial/fdicCert-8870>	"Bankfirst Financial Services"@en
<http://lod4all.net/resource/financial/fdicCert-30817>	"Bankliberty"@en
<http://lod4all.net/resource/financial/fdicCert-18129>	"Banknewport"@en
<http://lod4all.net/resource/financial/fdicCert-5903>	"Bankplus"@en
<http://lod4all.net/resource/financial/fdicCert-16418>	"Banksouth"@en
<http://lod4all.net/resource/financial/fdicCert-77>	"Banksouth"@en
<http://lod4all.net/resource/financial/fdicCert-496>	"Bankstar Financial"@en
<http://lod4all.net/resource/financial/fdicCert-29177>	"Banktennessee"@en
<http://lod4all.net/resource/financial/fdicCert-58979>	"Bankunited, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-35406>	"Bankvista"@en
<http://lod4all.net/resource/financial/fdicCert-57368>	"Bankwell Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16704>	"Bankwest"@en
<http://lod4all.net/resource/financial/fdicCert-10502>	"Bankwest Of Kansas"@en
<http://lod4all.net/resource/financial/fdicCert-4009>	"Bankwest, Inc."@en
<http://lod4all.net/resource/financial/fdicCert-28489>	"Banner Bank"@en
<http://lod4all.net/resource/financial/fdicCert-10374>	"Banner Banks"@en
<http://lod4all.net/resource/financial/fdicCert-17514>	"Banterra Bank"@en
<http://lod4all.net/resource/financial/fdicCert-11971>	"Bar Harbor Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-30878>	"Bar Harbor Savings And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-57203>	"Barclays Bank Delaware"@en
<http://lod4all.net/resource/financial/fdicCert-22205>	"Barwick Banking Company"@en
<http://lod4all.net/resource/financial/fdicCert-17749>	"Bath Savings Institution"@en
<http://lod4all.net/resource/financial/fdicCert-16330>	"Battle Creek State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-34052>	"Bay Bank"@en
<http://lod4all.net/resource/financial/fdicCert-59004>	"Bay Bank, Fsb"@en
<http://lod4all.net/resource/financial/fdicCert-57716>	"Bay Commercial Bank"@en
<http://lod4all.net/resource/financial/fdicCert-90311>	"Bay State Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-1092>	"Baybank"@en
<http://lod4all.net/resource/financial/fdicCert-90196>	"Baycoast Bank"@en
<http://lod4all.net/resource/financial/fdicCert-35541>	"Bcb Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-20215>	"Bcbank, Inc."@en
<http://lod4all.net/resource/financial/fdicCert-57131>	"Beach Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57833>	"Beal Bank Usa"@en
<http://lod4all.net/resource/financial/fdicCert-32574>	"Beal Bank, Ssb"@en
<http://lod4all.net/resource/financial/fdicCert-3857>	"Bear State Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-58199>	"Beartooth Bank"@en
<http://lod4all.net/resource/financial/fdicCert-29024>	"Bedford Federal Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-11355>	"Bedford Loan & Deposit Bank"@en
<http://lod4all.net/resource/financial/fdicCert-19581>	"Bell State Bank & Trust"@en
<http://lod4all.net/resource/financial/fdicCert-14415>	"Bellevue State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58165>	"Belmont Bank & Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-28035>	"Belmont Federal Savings And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-23901>	"Belmont Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-28348>	"Belmont Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30744>	"Belpre Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15362>	"Belt Valley Bank"@en
<http://lod4all.net/resource/financial/fdicCert-19215>	"Benchmark Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57949>	"Benchmark Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58490>	"Beneficial State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-23621>	"Berkshire Bank"@en
<http://lod4all.net/resource/financial/fdicCert-21868>	"Bessemer Trust Company, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-57701>	"Beverly Bank & Trust Company, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-29637>	"Big Horn Federal Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57973>	"Biscayne Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14083>	"Bison State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58723>	"Black Hills Community Bank, N.A."@en
<http://lod4all.net/resource/financial/fdicCert-27897>	"Black Mountain Savings Bank, Ssb"@en
<http://lod4all.net/resource/financial/fdicCert-15152>	"Black River Country Bank"@en
<http://lod4all.net/resource/financial/fdicCert-14078>	"Blackhawk Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58580>	"Blackridgebank"@en
<http://lod4all.net/resource/financial/fdicCert-11608>	"Blc Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-976>	"Blissfield State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15714>	"Bloomfield State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9788>	"Bloomsdale Bank"@en
<http://lod4all.net/resource/financial/fdicCert-31090>	"Blue Grass Federal Savings And Loan Association"@en
<http://lod4all.net/resource/financial/fdicCert-17773>	"Blue Ridge Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17933>	"Blue Ridge Bank And Trust Co."@en
<http://lod4all.net/resource/financial/fdicCert-58848>	"Bluegrass Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58691>	"Blueharbor Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58216>	"Bmo Harris Central National Association"@en
<http://lod4all.net/resource/financial/fdicCert-19448>	"Bna Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57197>	"Bnc National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-5624>	"Bodcaw Bank"@en
<http://lod4all.net/resource/financial/fdicCert-4214>	"Bokf, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-10993>	"Bonanza Valley State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-11235>	"Bonduel State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30128>	"Boonville Federal Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-15684>	"Border State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-35172>	"Boundary Waters Bank"@en
<http://lod4all.net/resource/financial/fdicCert-31443>	"Brainerd Savings And Loan Association, A Federal Association"@en
<http://lod4all.net/resource/financial/fdicCert-5676>	"Brannen Bank"@en
<http://lod4all.net/resource/financial/fdicCert-35420>	"Branson Bank"@en
<http://lod4all.net/resource/financial/fdicCert-24038>	"Brazos National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-18155>	"Bridge City State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12717>	"Bridge Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58210>	"Bridgewater Bank"@en
<http://lod4all.net/resource/financial/fdicCert-90169>	"Bridgewater Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-9189>	"Brighton Bank"@en
<http://lod4all.net/resource/financial/fdicCert-23622>	"Bristol County Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17798>	"Brookline Bank"@en
<http://lod4all.net/resource/financial/fdicCert-18748>	"Bruning State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-20220>	"Brunswick Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-13692>	"Brunswick State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-17881>	"Brush Country Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57997>	"Bryant Bank"@en
<http://lod4all.net/resource/financial/fdicCert-6064>	"Bryant State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-10618>	"Btc Bank"@en
<http://lod4all.net/resource/financial/fdicCert-3402>	"Bth Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-35101>	"Buckeye Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-2286>	"Buckeye State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-12121>	"Buckley State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57804>	"Bucks County Bank"@en
<http://lod4all.net/resource/financial/fdicCert-29696>	"Buffalo Federal Bank"@en
<http://lod4all.net/resource/financial/fdicCert-11578>	"Burke & Herbert Bank & Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-58545>	"Business Bank Of Texas, N.A."@en
<http://lod4all.net/resource/financial/fdicCert-58228>	"Business First Bank"@en
<http://lod4all.net/resource/financial/fdicCert-16110>	"Butte State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-30119>	"C&G Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-22134>	"Cache Valley Bank"@en
<http://lod4all.net/resource/financial/fdicCert-4999>	"Cadence Bank, N.A."@en
<http://lod4all.net/resource/financial/fdicCert-9024>	"Calhoun County Bank, Inc."@en
<http://lod4all.net/resource/financial/fdicCert-58583>	"California Bank Of Commerce"@en
<http://lod4all.net/resource/financial/fdicCert-58037>	"California Business Bank"@en
<http://lod4all.net/resource/financial/fdicCert-35331>	"California First National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-23242>	"California Pacific Bank"@en
<http://lod4all.net/resource/financial/fdicCert-57904>	"California United Bank"@en
<http://lod4all.net/resource/financial/fdicCert-5874>	"Calvin B. Taylor Banking Company Of Berlin, Maryland"@en
<http://lod4all.net/resource/financial/fdicCert-17870>	"Cambridge Savings Bank"@en
<http://lod4all.net/resource/financial/fdicCert-10987>	"Cambridge State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-8152>	"Cambridge Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-16161>	"Campbell County Bank, Inc."@en
<http://lod4all.net/resource/financial/fdicCert-15285>	"Canton State Bank"@en
<http://lod4all.net/resource/financial/fdicCert-35547>	"Canyon Community Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-19195>	"Capital Bank"@en
<http://lod4all.net/resource/financial/fdicCert-19401>	"Capital Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58462>	"Capital Bank"@en
<http://lod4all.net/resource/financial/fdicCert-35164>	"Capital Bank And Trust Company"@en
<http://lod4all.net/resource/financial/fdicCert-58464>	"Capital Bank Of New Jersey"@en
<http://lod4all.net/resource/financial/fdicCert-57495>	"Capital Bank Of Texas"@en
<http://lod4all.net/resource/financial/fdicCert-35278>	"Capital Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-59049>	"Capital Bank, National Association"@en
<http://lod4all.net/resource/financial/fdicCert-33823>	"Capital Community Bank"@en
<http://lod4all.net/resource/financial/fdicCert-34074>	"Capitol Bank"@en
<http://lod4all.net/resource/financial/fdicCert-24199>	"Capitol National Bank"@en
<http://lod4all.net/resource/financial/fdicCert-58823>	"Capstar Bank"@en
<http://lod4all.net/resource/financial/fdicCert-22769>	"Capstone Bank"@en
